,user_id,lgb
1462,1795,"[5567148, 1112667, 1101932, 915617, 993441]"
1463,1796,"[1011427, 1003487, 1116020, 12171407, 1025581]"
1464,1797,"[867016, 1076954, 996009, 1112825, 1031087]"
1465,1799,"[1038745, 871611, 1104639, 834103, 835796]"
1466,1800,"[1102829, 906658, 866828, 919589, 878445]"
1467,1801,"[854900, 1116635, 9420312, 1013928, 1104349]"
1468,1802,"[884089, 1101653, 6533394, 9707010, 958700]"
1469,1803,"[1033814, 939860, 6979579, 1138292, 6904613]"
1470,1804,"[937626, 946788, 7025114, 903463, 951164]"
1471,1805,"[948670, 1110572, 1006483, 852856, 1075368]"
1472,1806,"[1076875, 839094, 1060193, 857697, 862732]"
1473,1807,"[1073150, 7025114, 5572828, 985055, 956274]"
1474,1808,"[1037840, 945909, 8203451, 991442, 1139023]"
1475,1809,"[969980, 6464074, 6533681, 940806, 851515]"
1476,1810,"[932631, 1098284, 1082172, 1076842, 864893]"
1477,1811,"[901976, 969866, 858373, 898394, 923314]"
1478,1812,"[923208, 5591490, 824073, 1110483, 1075282]"
1479,1814,"[43020, 973181, 865511, 825176, 868430]"
1480,1815,"[926796, 938118, 1047076, 12171407, 966170]"
1481,1816,"[839094, 9707137, 989157, 1131506, 928123]"
1482,1817,"[1036106, 1041390, 874563, 1005274, 1004390]"
1483,1818,"[901976, 7410201, 5590965, 10341855, 906917]"
1484,1819,"[936914, 1072438, 1133210, 1010051, 1020156]"
1485,1820,"[880427, 8090546, 1037332, 908283, 854261]"
1486,1821,"[1114605, 12524439, 947316, 1029272, 841606]"
1487,1823,"[848154, 1011578, 1029983, 1006264, 1060408]"
1488,1824,"[955403, 1068124, 844759, 1110111, 1023226]"
1489,1826,"[877175, 9884698, 929018, 998008, 935570]"
1490,1827,"[1076875, 7410344, 918771, 928263, 10284972]"
1491,1829,"[1070076, 1135044, 8203851, 1076954, 978343]"
1492,1831,"[851865, 1131382, 13189861, 861499, 1086504]"
1493,1832,"[970725, 8293703, 1061747, 998424, 1126045]"
1494,1833,"[1010870, 898466, 1089066, 1059347, 955403]"
1495,1834,"[1021116, 1134810, 1006483, 1002261, 1054402]"
1496,1835,"[7025106, 1054539, 839094, 1026258, 988206]"
1497,1837,"[830973, 1043338, 859987, 8019681, 870428]"
1498,1839,"[1101932, 884145, 912840, 1136654, 887526]"
1499,1841,"[1062572, 910964, 1106894, 866828, 1135822]"
1501,1843,"[957951, 849202, 1058629, 896974, 934697]"
1502,1845,"[1044873, 9881593, 1092588, 934852, 1135096]"
1503,1846,"[839208, 7160231, 6919082, 1114006, 12524067]"
1504,1847,"[1024875, 825118, 8019649, 1073426, 991761]"
1505,1848,"[894439, 13842088, 892573, 1077133, 902846]"
1506,1849,"[5591894, 5592232, 965565, 1125219, 974156]"
1507,1850,"[1012052, 852235, 1023196, 868888, 5576075]"
1509,1852,"[980246, 1057260, 938554, 909800, 998373]"
1510,1854,"[862822, 5565086, 1072693, 7410248, 1024816]"
1511,1856,"[922907, 978077, 1104475, 1117219, 873964]"
1512,1857,"[7167847, 8181495, 871722, 1037892, 1009368]"
1513,1858,"[870515, 1112667, 12782182, 1027372, 850058]"
1514,1859,"[1082990, 962615, 10344971, 1030362, 908312]"
1515,1861,"[987571, 846482, 1008714, 7168058, 833458]"
1516,1862,"[1119946, 1045826, 12263463, 1056212, 998583]"
1517,1864,"[1057260, 983936, 1065979, 1104024, 5566472]"
1518,1865,"[1098435, 1066923, 1071757, 1061982, 1130729]"
1519,1866,"[928092, 1095944, 998373, 970160, 1122568]"
1520,1867,"[861184, 1076306, 859237, 1023226, 849202]"
1522,1869,"[5580166, 6463451, 841478, 1047076, 837579]"
1523,1870,"[1070820, 862349, 1126899, 1133018, 995242]"
1524,1871,"[1055425, 1026118, 844179, 906017, 848071]"
1525,1872,"[1134473, 1076842, 1102416, 994223, 908089]"
1526,1873,"[9446069, 834396, 1037840, 1031316, 859877]"
1527,1874,"[1121393, 13842088, 832678, 1088191, 973889]"
1528,1875,"[979707, 969866, 858918, 1008074, 819978]"
1529,1877,"[13008065, 964133, 922281, 10122018, 1134292]"
1530,1879,"[885290, 854646, 997987, 847962, 934519]"
1531,1880,"[1061220, 930385, 862799, 1088191, 1071939]"
1532,1881,"[852360, 1120213, 1057011, 12524174, 10285335]"
1533,1883,"[921345, 1029513, 1013868, 1116635, 1054216]"
1534,1884,"[1110142, 1009567, 895039, 1092118, 1006252]"
1535,1885,"[844179, 893501, 1044078, 916122, 1081177]"
1537,1887,"[908531, 1067820, 1009449, 1004001, 845109]"
1539,1890,"[8013899, 1003616, 1061982, 6039759, 1046957]"
1540,1891,"[838637, 930918, 1055425, 5567148, 1091865]"
1541,1892,"[1093413, 881154, 6979089, 1094744, 1079395]"
1542,1893,"[1075368, 918684, 844165, 844179, 1004906]"
1543,1894,"[992622, 1118946, 1019637, 864893, 1098284]"
1544,1895,"[1129049, 9835606, 879734, 895743, 847434]"
1545,1896,"[954642, 1086061, 13381458, 1060408, 828278]"
1546,1899,"[1012315, 5568758, 1069003, 997011, 15972298]"
1547,1900,"[898847, 1037332, 1116376, 9858936, 920002]"
1548,1901,"[852690, 1013928, 13008065, 8203851, 871633]"
1549,1902,"[1097661, 1110126, 978343, 881154, 9419525]"
1550,1904,"[957951, 1058997, 896862, 1044068, 876750]"
1551,1905,"[854754, 932179, 900703, 928092, 1025650]"
1552,1906,"[871633, 1114653, 6979415, 1050082, 1116253]"
1553,1907,"[1125601, 1057260, 7025106, 845975, 1021519]"
1554,1909,"[10285141, 928049, 1139142, 866025, 5592734]"
1555,1911,"[868430, 889649, 1021519, 862318, 1031492]"
1556,1912,"[911470, 9483753, 15511396, 13008469, 861184]"
1557,1914,"[894439, 1077133, 892573, 1003257, 13842214]"
1558,1916,"[885290, 1064443, 1133210, 827683, 961620]"
1559,1917,"[975085, 1010190, 942565, 1010164, 13654702]"
1560,1918,"[6463710, 6463826, 874877, 9655078, 992730]"
1561,1919,"[917772, 873964, 853927, 908314, 871514]"
1562,1920,"[1019643, 833724, 6704207, 1118306, 899682]"
1563,1921,"[7442056, 954642, 937374, 1042571, 899470]"
1564,1922,"[10456474, 9553048, 6391173, 1040511, 920002]"
1565,1923,"[1134473, 856435, 9420064, 12172170, 1087081]"
1566,1924,"[965772, 1132956, 882013, 1067695, 941183]"
1567,1925,"[989830, 1121193, 12262832, 9836353, 1111116]"
1568,1926,"[1016210, 1131169, 951094, 1000205, 829621]"
1569,1927,"[993639, 1090349, 1080677, 842423, 1112754]"
1570,1928,"[1010190, 843744, 1019078, 908504, 828557]"
1571,1929,"[943393, 1021116, 1105816, 896085, 1086483]"
1572,1930,"[1062117, 931579, 917427, 819112, 9553382]"
1573,1931,"[1048727, 843464, 978077, 1120532, 6533608]"
1575,1933,"[7167967, 963517, 970160, 1053877, 853210]"
1576,1935,"[1048257, 998519, 1104056, 1110743, 1068750]"
1577,1936,"[834103, 5571541, 1098066, 8015407, 1135868]"
1578,1937,"[833724, 983936, 836085, 1093603, 1054814]"
1579,1938,"[8293439, 5995101, 842249, 951094, 843744]"
1580,1939,"[896085, 926905, 879876, 1042571, 853448]"
1581,1940,"[950118, 1027372, 6772782, 6904786, 1105506]"
1582,1941,"[1089766, 947798, 12385844, 1037840, 934427]"
1583,1942,"[882308, 1090286, 6391381, 894439, 1015694]"
1584,1943,"[7152455, 7147142, 8205218, 1065122, 1097239]"
1585,1944,"[994223, 9925966, 880427, 847207, 1006342]"
1586,1945,"[1011920, 865907, 889774, 12525270, 7442007]"
1587,1946,"[838347, 10344585, 1128464, 10341697, 1037332]"
1588,1947,"[1097635, 919423, 1028938, 7462562, 952408]"
1589,1948,"[6602590, 1055015, 15511396, 891516, 958549]"
1590,1949,"[1038038, 1048833, 908843, 13909964, 1004857]"
1591,1950,"[1126895, 921504, 1079987, 13213342, 7024927]"
1592,1951,"[947211, 8273833, 9483753, 1113141, 879528]"
1593,1952,"[995502, 916122, 9487385, 929726, 1031864]"
1594,1953,"[954642, 13504479, 970160, 1077439, 10455984]"
1595,1954,"[1038745, 1026118, 987838, 1084036, 1019247]"
1596,1955,"[1063739, 1053058, 822073, 10150101, 980666]"
1597,1956,"[9676852, 1018151, 970866, 887661, 867709]"
1598,1957,"[9245108, 5592734, 5592232, 964520, 7025193]"
1599,1958,"[1004270, 840386, 10345155, 855718, 7160231]"
1601,1960,"[1131382, 12810466, 1014732, 1133893, 849870]"
1602,1961,"[1031864, 928123, 937626, 1050741, 1114251]"
1603,1962,"[1094924, 1112825, 907957, 5572234, 908575]"
1604,1963,"[928754, 886996, 1082990, 843756, 1120928]"
1605,1964,"[862732, 920455, 925350, 858924, 870428]"
1606,1965,"[9881592, 9884484, 9881593, 892728, 882434]"
1607,1966,"[5570685, 988277, 9670915, 950271, 1125497]"
1608,1967,"[13190349, 9655242, 1120362, 926796, 9526448]"
1609,1968,"[9707137, 1090676, 1082212, 896085, 1072685]"
1610,1969,"[873964, 1065593, 1051757, 858999, 13190294]"
1611,1970,"[1072086, 7147145, 943522, 1095227, 1043920]"
1612,1971,"[1082212, 947316, 828278, 1064574, 5568072]"
1613,1972,"[1042702, 916416, 929018, 908283, 845319]"
1614,1975,"[5574377, 1092588, 1108055, 820301, 1012913]"
1615,1976,"[1082990, 950615, 1074040, 903019, 831763]"
1617,1979,"[1018050, 895268, 848071, 987838, 900703]"
1618,1980,"[935993, 869388, 1071759, 877498, 834399]"
1619,1981,"[1082212, 7168383, 7442004, 1095970, 985605]"
1620,1982,"[1071759, 856335, 6979803, 10142276, 1011504]"
1621,1983,"[7166865, 7168026, 995276, 971660, 12384689]"
1623,1985,"[837969, 944938, 918018, 9670830, 1130375]"
1624,1986,"[1044895, 1084008, 1054323, 1120213, 1062001]"
1625,1987,"[1075368, 908531, 1081177, 844179, 6034857]"
1626,1988,"[1069538, 5565392, 974265, 980353, 1136341]"
1627,1989,"[898847, 906017, 1089766, 1117143, 900842]"
1628,1990,"[13007846, 856942, 1037332, 1064945, 874753]"
1629,1993,"[991951, 1137010, 1002832, 1112825, 901067]"
1630,1994,"[1079482, 1019142, 5592610, 13213475, 881708]"
1631,1995,"[9925966, 5566309, 1044188, 890490, 8181495]"
1632,1996,"[1099446, 1047076, 823775, 999613, 1045121]"
1633,1997,"[1010051, 1008675, 1066685, 1073244, 824037]"
1634,1998,"[827683, 1050968, 1082990, 928049, 1111072]"
1635,1999,"[935968, 1016298, 834103, 987571, 862866]"
1636,2000,"[1031083, 1057749, 829972, 1128744, 930385]"
1637,2001,"[862732, 1010190, 936914, 1033769, 1071759]"
1638,2002,"[927238, 991442, 1069039, 1011504, 1023226]"
1639,2003,"[10344585, 10345155, 978906, 964853, 10344714]"
1640,2004,"[920002, 5565664, 9655212, 934399, 1020175]"
1641,2005,"[889649, 1013868, 1019247, 968936, 983000]"
1642,2006,"[893501, 858743, 978313, 5574377, 904574]"
1643,2007,"[9420314, 938687, 1092303, 947316, 1064574]"
1644,2008,"[941532, 865511, 5570383, 1035386, 936830]"
1645,2010,"[1038462, 1121656, 1053730, 948832, 9803819]"
1646,2011,"[893501, 916487, 930918, 914476, 973086]"
1647,2012,"[845193, 868645, 1119089, 6633224, 892500]"
1648,2014,"[1024858, 1094619, 1038462, 1031740, 930385]"
1649,2015,"[1044188, 905436, 829802, 6464208, 870882]"
1651,2017,"[1131602, 13007986, 949529, 1081582, 978306]"
1652,2018,"[1054957, 857130, 1015296, 967041, 1015375]"
1653,2019,"[849843, 883404, 13213342, 1011300, 968992]"
1654,2020,"[1093413, 971949, 900703, 832513, 953561]"
1655,2021,"[1019142, 6534077, 1038462, 1103808, 1013928]"
1656,2022,"[971585, 994223, 13073175, 959179, 13944905]"
1657,2023,"[1003699, 920455, 10344585, 5569374, 1057749]"
1658,2024,"[9934800, 1033814, 925854, 1053988, 10344971]"
1659,2025,"[894570, 906658, 979523, 891061, 938118]"
1661,2027,"[8249365, 1088771, 976463, 1116635, 1071171]"
1662,2028,"[895295, 13008321, 1070719, 882190, 1074283]"
1663,2029,"[938554, 9523059, 892728, 871094, 1091926]"
1664,2030,"[968936, 6533394, 1043068, 1055425, 13190349]"
1667,2033,"[1119089, 852181, 1046047, 920958, 1110126]"
1668,2034,"[12524323, 1075793, 6979128, 878026, 840386]"
1669,2035,"[12731470, 873754, 972312, 845163, 998373]"
1670,2036,"[919828, 1060408, 925854, 7169091, 856435]"
1671,2037,"[849843, 1069806, 12731467, 1103317, 965530]"
1672,2038,"[1072438, 1082269, 961730, 839094, 13871141]"
1674,2040,"[949030, 1085604, 1072086, 1044188, 971660]"
1675,2041,"[1008814, 1127716, 917033, 835080, 7410304]"
1677,2043,"[1061220, 851101, 9881948, 8181495, 938139]"
1679,2047,"[1071759, 1082990, 1079223, 954110, 6533936]"
1680,2048,"[6391137, 9881593, 13008321, 955403, 1053058]"
1681,2049,"[1128464, 956672, 915605, 1058021, 980263]"
1682,2050,"[1075786, 997988, 1089108, 1057749, 1036486]"
1683,2053,"[9392700, 906017, 1091858, 892998, 986869]"
1684,2055,"[971836, 1011926, 997309, 987311, 980984]"
1685,2056,"[937626, 938139, 1125123, 1043663, 997309]"
1686,2057,"[1048483, 1052729, 1099905, 832661, 881154]"
1687,2058,"[14106445, 1006342, 1011926, 901776, 12731436]"
1689,2060,"[842783, 1110572, 861445, 993638, 1012052]"
1691,2062,"[845109, 995230, 1120362, 1087386, 1094585]"
1692,2063,"[961447, 915874, 1090676, 1059527, 885290]"
1693,2064,"[940510, 962199, 9552761, 5571781, 1006483]"
1694,2065,"[1031083, 8013544, 917760, 852015, 9881593]"
1695,2068,"[1086061, 919126, 8118764, 1018822, 901470]"
1696,2069,"[995852, 955858, 1076516, 1058754, 1064443]"
1697,2070,"[834103, 934131, 928263, 922907, 826249]"
1698,2071,"[1129322, 918752, 843567, 841266, 1047486]"
1699,2074,"[918771, 1057749, 821845, 1069806, 9803601]"
1700,2075,"[1006483, 949023, 1097849, 13512060, 1058709]"
1701,2076,"[1018050, 1135578, 972191, 841478, 5566235]"
1702,2077,"[1131892, 1124201, 1006188, 6391381, 832001]"
1703,2078,"[8203451, 901976, 982469, 864335, 1135195]"
1704,2079,"[983016, 931996, 819840, 1025650, 13003100]"
1705,2080,"[1048483, 1077600, 965543, 1013868, 7442006]"
1706,2082,"[5581401, 882830, 881916, 928092, 1093603]"
1707,2083,"[7410248, 1124823, 862725, 911614, 831125]"
1708,2084,"[12692328, 1020156, 899682, 9652066, 852360]"
1709,2085,"[983795, 1082990, 13945244, 1027102, 997128]"
1710,2086,"[879755, 1073150, 1107553, 868764, 1015280]"
1711,2087,"[859987, 1023565, 6979516, 826144, 1037332]"
1712,2088,"[893501, 1065941, 1139142, 847049, 1077359]"
1713,2089,"[1126899, 5592990, 1036693, 855454, 923746]"
1714,2090,"[5576075, 845109, 9296804, 998236, 12524174]"
1715,2093,"[8090521, 849003, 1006252, 1131310, 923673]"
1716,2094,"[845091, 1012627, 949196, 880104, 1098435]"
1717,2095,"[5569135, 842423, 1044188, 852015, 1003838]"
1718,2097,"[6463710, 6391557, 6039859, 6979579, 1033769]"
1720,2100,"[1101174, 6463451, 990453, 1005849, 1016800]"
1721,2101,"[981760, 883003, 819978, 928049, 986912]"
1722,2102,"[1028473, 996009, 1112824, 1135578, 9419198]"
1723,2107,"[5995281, 14025461, 1018050, 1104349, 990004]"
1724,2108,"[6464126, 866118, 1058021, 1092588, 1010164]"
1725,2109,"[7146027, 983000, 1016377, 965701, 935993]"
1726,2110,"[9245040, 8066803, 8118764, 1018050, 854754]"
1727,2111,"[1033347, 1066252, 897953, 956400, 1116527]"
1728,2112,"[9707078, 1082212, 965530, 970861, 992946]"
1729,2113,"[948232, 828114, 1039781, 970941, 904813]"
1730,2114,"[1076954, 885592, 907099, 1047301, 825976]"
1731,2115,"[948086, 960858, 1024319, 999563, 937626]"
1732,2116,"[13654702, 986939, 1122547, 1045826, 1111786]"
1733,2117,"[900586, 877447, 9835619, 6534077, 933060]"
1734,2119,"[8292958, 849257, 1136341, 1019230, 9297150]"
1735,2120,"[1075368, 844179, 6034857, 844165, 908531]"
1736,2121,"[1057260, 13008321, 9526906, 12384629, 5590661]"
1737,2122,"[845208, 1133018, 859075, 1044078, 1075368]"
1738,2123,"[10285454, 12188587, 10344725, 852793, 967476]"
1739,2124,"[6602697, 1096563, 12599601, 920900, 994223]"
1740,2125,"[997309, 5581910, 1112824, 1102928, 917646]"
1741,2126,"[1126711, 868764, 962615, 857554, 9670915]"
1742,2127,"[8205218, 5572828, 6919433, 1054644, 873754]"
1743,2129,"[849843, 1061220, 965821, 907892, 1087386]"
1744,2130,"[969292, 912807, 909800, 9487497, 996114]"
1745,2131,"[6904775, 6904666, 861445, 830203, 6464208]"
1746,2132,"[903800, 13417846, 5578547, 1037894, 862682]"
1747,2133,"[961003, 900842, 1019247, 904105, 13842088]"
1748,2134,"[892376, 981660, 6039994, 1038985, 9526448]"
1749,2136,"[10285303, 1013528, 9707498, 13906641, 906905]"
1750,2137,"[920844, 1082310, 845109, 968936, 1131974]"
1751,2138,"[1080677, 1050741, 1138292, 1025326, 1029513]"
1752,2139,"[942166, 824073, 1114605, 924978, 952122]"
1753,2140,"[12171765, 1128244, 5565322, 925350, 12731544]"
1754,2141,"[977481, 9526628, 897671, 844462, 1114605]"
1755,2142,"[6704207, 1134292, 1066579, 923169, 13007518]"
1756,2144,"[12349795, 15717057, 832001, 1038497, 925437]"
1758,2146,"[973135, 849870, 898121, 957089, 901460]"
1759,2147,"[906658, 993379, 13007600, 1005274, 1117690]"
1760,2148,"[1027808, 1128812, 938597, 932182, 950894]"
1761,2149,"[937626, 13416117, 1018050, 939681, 13003101]"
1762,2153,"[13841744, 901460, 1033769, 6464147, 15926887]"
1763,2154,"[6904666, 6533362, 6904775, 929726, 877662]"
1764,2156,"[886481, 965982, 965889, 1074283, 12673354]"
1765,2158,"[926033, 902846, 929726, 962991, 1012913]"
1766,2159,"[1091158, 1038745, 912280, 1084036, 918098]"
1767,2160,"[953539, 916122, 12262778, 12262830, 874972]"
1768,2161,"[958208, 976214, 858514, 865156, 1101653]"
1769,2162,"[983078, 15596112, 6395907, 847241, 1052294]"
1770,2165,"[1075368, 1053690, 1081177, 8090521, 844165]"
1771,2168,"[983000, 13671735, 929726, 1120928, 906309]"
1772,2170,"[1076467, 7160764, 5590465, 1008012, 1037840]"
1773,2171,"[970861, 974336, 983078, 1106073, 12554515]"
1774,2172,"[1101744, 983665, 906844, 916758, 909972]"
1775,2173,"[13842088, 1079528, 5567428, 13842160, 902362]"
1776,2174,"[842783, 1089766, 1070076, 6039859, 14025461]"
1778,2179,"[1020739, 838010, 868588, 9831469, 1011427]"
1779,2181,"[1110111, 12263339, 12263463, 1034868, 7409942]"
1780,2182,"[851508, 1066923, 892500, 867709, 1079820]"
1781,2183,"[1068957, 9670915, 911409, 1095710, 914012]"
1782,2184,"[1073150, 981874, 824193, 1020739, 1116253]"
1783,2185,"[820301, 1116596, 1071594, 5569376, 862725]"
1784,2186,"[1139702, 1075368, 889774, 907308, 1091383]"
1785,2187,"[1038663, 8181028, 13910669, 902659, 999779]"
1786,2188,"[1125601, 6978886, 7025047, 920191, 1109778]"
1787,2189,"[937626, 13841744, 834117, 835973, 1065979]"
1788,2190,"[1031083, 7442091, 844759, 919589, 1082947]"
1789,2192,"[929726, 906017, 854852, 848071, 1043663]"
1790,2193,"[889989, 870882, 1055425, 906658, 6463986]"
1791,2194,"[7169089, 853448, 12384629, 904777, 1135195]"
1792,2195,"[913046, 9925966, 828114, 1120261, 1011926]"
1793,2196,"[917381, 981591, 12731432, 12385477, 7467039]"
1794,2197,"[911470, 12385844, 954642, 1130777, 879504]"
1795,2198,"[13842214, 863762, 9835619, 873044, 865026]"
1796,2199,"[1058021, 905436, 906658, 1042356, 12673433]"
1797,2200,"[6773232, 1039239, 10204556, 9487885, 1053530]"
1798,2203,"[972191, 882496, 994223, 917438, 956400]"
1799,2204,"[907647, 10457128, 820923, 901976, 13007600]"
1800,2206,"[941472, 908318, 5592734, 971949, 844165]"
1801,2207,"[911311, 889649, 9297062, 856553, 1095587]"
1802,2208,"[5581910, 923670, 9526628, 925863, 964853]"
1803,2209,"[13213015, 5580525, 1009732, 1057315, 861021]"
1805,2211,"[1126045, 13073050, 1066923, 903443, 13073133]"
1806,2213,"[1125497, 1134473, 861486, 866828, 929893]"
1807,2214,"[962615, 1082212, 943233, 882830, 970158]"
1808,2215,"[1018050, 1112205, 1025650, 1053403, 13506119]"
1809,2216,"[997979, 1072523, 1070820, 916993, 1070272]"
1810,2217,"[830973, 865718, 843929, 1092588, 996795]"
1811,2218,"[935968, 873964, 1088683, 1048383, 871514]"
1813,2221,"[1120261, 6533368, 7410320, 7409975, 1022340]"
1814,2222,"[1005849, 9297371, 933918, 937043, 972191]"
1815,2223,"[1011300, 1110572, 1135868, 9834988, 834103]"
1816,2224,"[996009, 923670, 1038985, 868764, 846202]"
1817,2225,"[856345, 873887, 991874, 8119129, 992150]"
1818,2226,"[925854, 9707137, 12524323, 1116050, 1053988]"
1819,2227,"[917033, 1102416, 1013999, 946788, 1107553]"
1820,2229,"[880427, 835595, 1127716, 5569098, 965772]"
1821,2230,"[855138, 847207, 1130729, 936889, 988235]"
1822,2231,"[1111129, 9526906, 825208, 885356, 1062854]"
1823,2232,"[868764, 893042, 858711, 956200, 6513810]"
1824,2233,"[8013899, 1117219, 8203451, 834158, 910207]"
1825,2234,"[854754, 997309, 1007259, 1105769, 984315]"
1826,2235,"[995852, 981374, 1075793, 926065, 864137]"
1827,2236,"[1111129, 919766, 1010079, 941515, 1037894]"
1828,2237,"[959985, 942817, 1051626, 950894, 934427]"
1829,2238,"[963517, 971983, 889362, 6391080, 947875]"
1830,2240,"[1044188, 951561, 1048299, 1080581, 1118648]"
1831,2241,"[1125530, 886996, 1012913, 5568758, 1035144]"
1832,2242,"[1049922, 1037840, 9446069, 926033, 1039870]"
1833,2243,"[903529, 906026, 1012052, 6979220, 854920]"
1834,2244,"[837107, 1084597, 1108131, 1015805, 1112754]"
1835,2245,"[1082310, 1039239, 1017195, 6423786, 923208]"
1836,2247,"[1065538, 1115069, 841236, 6904830, 1057168]"
1837,2248,"[858999, 986727, 6979415, 15452705, 1076306]"
1838,2250,"[1033769, 1048483, 985911, 1090507, 1125219]"
1839,2251,"[833940, 1039781, 970866, 1031083, 1082454]"
1840,2252,"[1058021, 1031065, 1076516, 13213207, 1005173]"
1842,2256,"[1056775, 862799, 866355, 945805, 1105917]"
1843,2257,"[1104349, 1106116, 9420312, 995242, 1065593]"
1845,2260,"[13842214, 5568758, 1069003, 855138, 882604]"
1846,2261,"[1037840, 963686, 1061220, 1025326, 926905]"
1847,2262,"[1019247, 6773232, 6391080, 15926927, 917427]"
1848,2263,"[849843, 920367, 1061220, 842783, 901776]"
1849,2264,"[9705603, 9265288, 10457044, 1050082, 1002178]"
1850,2266,"[923789, 1027208, 929893, 1007746, 850676]"
1851,2267,"[907392, 881047, 8019977, 1091901, 905868]"
1853,2269,"[1106064, 1031740, 936117, 855626, 987571]"
1854,2270,"[892500, 1082947, 1136654, 1068258, 1054814]"
1855,2272,"[827656, 15596112, 883665, 1045586, 840227]"
1856,2273,"[880427, 6979089, 998373, 934948, 12524174]"
1857,2274,"[839208, 1009449, 843111, 1091158, 920191]"
1858,2275,"[951971, 998008, 882308, 889362, 998679]"
1859,2276,"[6979753, 1054539, 905942, 995852, 12524439]"
1860,2277,"[826666, 6704207, 861494, 965009, 935570]"
1861,2278,"[913459, 6633342, 1006906, 907647, 13071902]"
1862,2279,"[10456467, 849697, 825176, 1009368, 13008321]"
1863,2280,"[1082990, 1093603, 1097635, 9676852, 1120970]"
1864,2281,"[6534077, 13213082, 888233, 1133191, 1107973]"
1865,2282,"[833724, 862732, 895268, 887219, 928092]"
1866,2283,"[1011427, 1125141, 1112205, 949742, 1010870]"
1867,2284,"[889989, 1044259, 8249443, 1048257, 12330794]"
1868,2285,"[13115626, 9707461, 8118591, 7143963, 8249440]"
1869,2286,"[12263364, 956672, 1058021, 7166865, 877611]"
1870,2287,"[849870, 13008065, 980943, 934369, 1137100]"
1871,2288,"[861445, 988914, 963683, 1006555, 9483753]"
1872,2289,"[834396, 984680, 1021225, 9527187, 13910669]"
1873,2290,"[827656, 844759, 1037840, 1012307, 9527323]"
1874,2291,"[1138189, 962588, 12523928, 1134522, 9677202]"
1875,2292,"[1076875, 13512240, 894627, 1128464, 1098694]"
1876,2294,"[909800, 992985, 7410017, 926065, 999971]"
1877,2295,"[845109, 1031065, 6533681, 1045826, 12949590]"
1878,2296,"[9245108, 961458, 988421, 982755, 888111]"
1879,2297,"[12731544, 1009449, 1041259, 1079987, 834303]"
1880,2298,"[821741, 929768, 1093730, 966348, 863208]"
1881,2299,"[6602697, 891426, 981716, 943393, 819304]"
1882,2300,"[850562, 1119993, 835558, 1069103, 1088683]"
1883,2301,"[1057749, 13158064, 1070105, 1039126, 8090519]"
1884,2302,"[954110, 945627, 1000736, 949510, 1037892]"
1885,2303,"[1033545, 974265, 922753, 826666, 869388]"
1886,2305,"[919589, 926796, 825208, 1069039, 923314]"
1887,2307,"[13190240, 8359154, 1049735, 1007148, 856790]"
1889,2309,"[1068719, 951590, 1126899, 1110244, 945805]"
1890,2310,"[6979089, 857130, 1093603, 1009821, 936914]"
1891,2312,"[874149, 13071902, 5572828, 1061982, 1101437]"
1892,2313,"[981760, 929433, 951590, 898510, 1036699]"
1893,2314,"[1109014, 1048257, 9296836, 995895, 928092]"
1894,2317,"[866828, 906658, 1012627, 1001680, 1043971]"
1895,2319,"[908145, 1101174, 880050, 9803819, 1079292]"
1896,2321,"[981760, 986912, 827683, 844179, 1044078]"
1897,2322,"[1044259, 13417954, 907957, 856345, 888463]"
1898,2323,"[895295, 1000237, 6039586, 9832514, 7025114]"
1899,2324,"[938118, 967760, 1012913, 1057260, 15926712]"
1900,2326,"[983936, 907128, 1039781, 6979427, 1112754]"
1901,2328,"[1082990, 929373, 9420159, 988202, 883912]"
1902,2330,"[925854, 1047301, 1053988, 1096548, 1054539]"
1903,2331,"[881708, 988208, 1120213, 844166, 925364]"
1904,2332,"[860248, 5568758, 1076842, 981760, 1058997]"
1905,2333,"[923746, 983584, 839094, 6533936, 981760]"
1906,2334,"[1102416, 1036501, 892573, 906335, 855138]"
1907,2335,"[1089705, 834396, 1073150, 953104, 1093603]"
1908,2336,"[1023226, 955774, 822966, 938139, 878445]"
1909,2337,"[1067695, 1015539, 894439, 1097001, 937791]"
1910,2338,"[1033814, 5576075, 824073, 1072086, 908312]"
1912,2341,"[869900, 907625, 1110975, 1098284, 896757]"
1913,2342,"[866548, 7166865, 1016800, 1070898, 991442]"
1914,2343,"[980984, 845975, 1065331, 853235, 1033062]"
1915,2344,"[839438, 980263, 1013291, 847066, 6632986]"
1916,2345,"[888111, 1029737, 1054215, 820895, 8205218]"
1917,2346,"[916993, 978343, 1029272, 5565784, 869252]"
1918,2347,"[9527257, 821741, 845914, 1065538, 1057749]"
1919,2348,"[962229, 999971, 10345155, 822646, 845208]"
1920,2349,"[7409918, 836085, 845193, 6533681, 1111129]"
1922,2351,"[821083, 1048727, 843464, 825703, 935342]"
1923,2352,"[9803819, 864137, 845163, 8205577, 988697]"
1924,2353,"[1056509, 1047769, 866355, 981760, 5563693]"
1925,2354,"[8019649, 954778, 13003101, 825118, 8019977]"
1926,2355,"[1126899, 995242, 1121393, 1133018, 1053690]"
1927,2357,"[9575582, 7166861, 1133018, 835243, 873627]"
1928,2358,"[1009449, 841266, 8011291, 1117690, 989157]"
1929,2359,"[879755, 991951, 1037894, 938554, 6534544]"
1930,2360,"[889649, 1077540, 869728, 6534552, 1139960]"
